-250.0000E-03,-356.6582E-03,+2.9748743E+00
-249.7500E-03,-356.6582E-03,+2.9956181E+00
-249.5000E-03,-356.6582E-03,+3.0137888E+00
-249.2500E-03,-347.5729E-03,+2.9748743E+00
-249.0000E-03,-355.3717E-03,+2.9748743E+00
-248.7500E-03,-316.4572E-03,+2.9748743E+00
-248.5000E-03,-316.4572E-03,+2.9748743E+00
-248.2500E-03,-324.2560E-03,+2.9748743E+00
-248.0000E-03,-276.2562E-03,+3.0501301E+00
-247.7500E-03,-195.8542E-03,+2.9748743E+00
-247.5000E-03,-132.3363E-03,+2.9748743E+00
-247.2500E-03,-28.5380E-03,+3.0422519E+00
-247.0000E-03,+81.6931E-03,+2.9021917E+00
-246.7500E-03,+206.1558E-03,+3.0033375E+00
-246.5000E-03,+342.3564E-03,+3.0552763E+00
-246.2500E-03,+487.5629E-03,+2.9748743E+00
-246.0000E-03,+648.3669E-03,+2.9851668E+00
-245.7500E-03,+809.1709E-03,+3.0242401E+00
-245.5000E-03,+1.0503769E+00,+3.0034963E+00
-245.2500E-03,+1.0141150E+00,+3.0552763E+00
-245.0000E-03,+1.0503769E+00,+2.9748743E+00
-244.7500E-03,+1.0671816E+00,+3.0216670E+00
-244.5000E-03,+1.0232003E+00,+2.9748743E+00
-244.2500E-03,+1.0477244E+00,+3.0552763E+00
-244.0000E-03,+1.0503769E+00,+2.9748743E+00
-243.7500E-03,+1.0503769E+00,+3.0190939E+00
-243.5000E-03,+1.0503769E+00,+2.9748743E+00
-243.2500E-03,+1.0503769E+00,+2.9748743E+00
-243.0000E-03,+1.0503769E+00,+2.9748743E+00
-242.7500E-03,+1.0295537E+00,+2.9748743E+00
-242.5000E-03,+1.0503769E+00,+2.9748743E+00
-242.2500E-03,+1.0101759E+00,+2.9748743E+00
-242.0000E-03,+1.0400845E+00,+2.9748743E+00
-241.7500E-03,+1.0101759E+00,+2.9748743E+00
-241.5000E-03,+1.0010112E+00,+3.0552763E+00
-241.2500E-03,+1.0101759E+00,+2.9772886E+00
-241.0000E-03,+1.0217549E+00,+2.9748743E+00
-240.7500E-03,+1.0101759E+00,+2.9748743E+00
-240.5000E-03,+1.0101759E+00,+3.0552763E+00
-240.2500E-03,+1.0478832E+00,+2.9748743E+00
-240.0000E-03,+1.0101759E+00,+3.0552763E+00
-239.7500E-03,+929.7739E-03,+3.0088014E+00
-239.5000E-03,+842.7802E-03,+2.9880576E+00
-239.2500E-03,+768.9699E-03,+3.0552763E+00
-239.0000E-03,+594.0137E-03,+3.0031786E+00
-238.7500E-03,+366.9598E-03,+2.9748743E+00
-238.5000E-03,+131.0589E-03,+2.9748743E+00
-238.2500E-03,-155.6532E-03,+2.9748743E+00
-238.0000E-03,-356.6582E-03,+2.9748743E+00
-237.7500E-03,-371.0487E-03,+2.9748743E+00
-237.5000E-03,-360.6768E-03,+2.9829114E+00
-237.2500E-03,-396.8592E-03,+3.0425696E+00
-237.0000E-03,-396.8592E-03,+3.0218258E+00
-236.7500E-03,-396.8592E-03,+3.0290686E+00
-236.5000E-03,-396.8592E-03,+3.0498124E+00
-236.2500E-03,-364.2982E-03,+2.9748743E+00
-236.0000E-03,-396.8592E-03,+3.0192527E+00
-235.7500E-03,-385.0419E-03,+3.0316417E+00
-235.5000E-03,-317.9027E-03,+2.9748743E+00
-235.2500E-03,-356.6582E-03,+2.9748743E+00
-235.0000E-03,-396.8592E-03,+3.0134711E+00
-234.7500E-03,-367.1890E-03,+3.0342149E+00
-234.5000E-03,-396.8592E-03,+3.0552763E+00
-234.2500E-03,-396.8592E-03,+2.9953004E+00
-234.0000E-03,-356.6582E-03,+2.9748743E+00
-233.7500E-03,-356.6582E-03,+2.9748743E+00
-233.5000E-03,-317.5849E-03,+3.0552763E+00
-233.2500E-03,-356.6582E-03,+2.9748743E+00
-233.0000E-03,-338.3287E-03,+3.0115334E+00
-232.7500E-03,-356.6582E-03,+3.0393611E+00
-232.5000E-03,-318.8715E-03,+2.9748743E+00
-232.2500E-03,-343.8721E-03,+2.9748743E+00
-232.0000E-03,-316.4572E-03,+3.0211904E+00
-231.7500E-03,-316.4572E-03,+2.9748743E+00
-231.5000E-03,-316.4572E-03,+2.9748743E+00
-231.2500E-03,-221.9825E-03,+3.0271309E+00
-231.0000E-03,-195.8542E-03,+3.0063872E+00
-230.7500E-03,-115.4522E-03,+2.9856434E+00
-230.5000E-03,+5.1508E-03,+3.0552763E+00
-230.2500E-03,+125.7538E-03,+3.0552763E+00
-230.0000E-03,+246.3568E-03,+3.0263366E+00
-229.7500E-03,+366.9598E-03,+2.9748743E+00
