2445.00,0.00,0.00,2084.00
2446.00,0.00,0.00,2085.00
2447.00,0.00,0.00,2088.00
2448.00,0.00,0.00,2087.00
2449.00,0.00,0.00,2087.00
2450.00,0.00,0.00,2085.00
2451.00,0.00,0.00,2086.00
2452.00,0.00,0.00,2085.00
2453.00,0.00,0.00,2086.00
2454.00,0.00,0.00,2086.00
2455.00,0.00,0.00,2083.00
2456.00,0.00,0.00,2084.00
2457.00,0.00,0.00,2082.00
2458.00,0.00,0.00,2086.00
2459.00,0.00,0.00,2084.00
2460.00,0.00,0.00,2082.00
2461.00,0.00,0.00,2089.00
2462.00,0.00,0.00,2084.00
2463.00,0.00,0.00,2084.00
2464.00,0.00,0.00,2087.00
2465.00,0.00,0.00,2085.00
2466.00,0.00,0.00,2086.00
2467.00,0.00,0.00,2085.00
2468.00,0.00,0.00,2088.00
2469.00,0.00,0.00,2090.00
2470.00,0.00,0.00,2088.00
2471.00,0.00,0.00,2086.00
2472.00,0.00,0.00,2087.00
2473.00,0.00,0.00,2085.00
2474.00,0.00,0.00,2086.00
2475.00,0.00,0.00,2085.00
2476.00,0.00,0.00,2087.00
2477.00,0.00,0.00,2088.00
2478.00,0.00,0.00,2087.00
2479.00,0.00,0.00,2088.00
2480.00,0.00,0.00,2086.00
2481.00,0.00,0.00,2082.00
2482.00,0.00,0.00,2087.00
2483.00,0.00,0.00,2088.00
2484.00,0.00,0.00,2088.00
2485.00,0.00,0.00,2086.00
2486.00,0.00,0.00,2087.00
2487.00,0.00,0.00,2086.00
2488.00,0.00,0.00,2087.00
2489.00,0.00,0.00,2085.00
2490.00,0.00,0.00,2085.00
2491.00,0.00,0.00,2086.00
2492.00,0.00,0.00,2085.00
2493.00,0.00,0.00,2084.00
2494.00,0.00,0.00,2084.00
2495.00,0.00,0.00,2085.00
2496.00,0.00,0.00,2085.00
2497.00,0.00,0.00,2086.00
2498.00,0.00,0.00,2084.00
2499.00,0.00,0.00,2084.00
2500.00,0.00,0.00,2087.00
2501.00,0.00,0.00,2085.00
2502.00,0.00,0.00,2089.00
2503.00,0.00,0.00,2088.00
2504.00,0.00,0.00,2087.00
2505.00,0.00,0.00,2086.00
2506.00,0.00,0.00,2086.00
2507.00,0.00,0.00,2083.00
2508.00,0.00,0.00,2087.00
2509.00,0.00,0.00,2087.00
2510.00,0.00,0.00,2088.00
2511.00,0.00,0.00,2086.00
2512.00,0.00,0.00,2085.00
2513.00,0.00,0.00,2087.00
2514.00,0.00,0.00,2085.00
2515.00,0.00,0.00,2082.00
2516.00,0.00,0.00,2084.00
2517.00,0.00,0.00,2086.00
2518.00,0.00,0.00,2087.00
2519.00,0.00,0.00,2088.00
2520.00,0.00,0.00,2086.00
2521.00,0.00,0.00,2085.00
2522.00,0.00,0.00,2089.00
2523.00,0.00,0.00,2087.00
2524.00,0.00,0.00,2087.00
2525.00,0.00,0.00,2089.00
2526.00,0.00,0.00,2088.00
2527.00,0.00,0.00,2087.00
2528.00,0.00,0.00,2087.00
2529.00,0.00,0.00,2088.00
2530.00,0.00,0.00,2085.00
2531.00,0.00,0.00,2082.00
2532.00,0.00,0.00,2086.00
2533.00,0.00,0.00,2089.00
2534.00,0.00,0.00,2086.00
2535.00,0.00,0.00,2086.00
2536.00,0.00,0.00,2084.00
2537.00,0.00,0.00,2088.00
2538.00,0.00,0.00,2082.00
2539.00,0.00,0.00,2088.00
2540.00,0.00,0.00,2086.00
2541.00,0.00,0.00,2085.00
2542.00,0.00,0.00,2086.00
2543.00,0.00,0.00,2086.00
2544.00,0.00,0.00,2088.00
2545.00,0.00,0.00,2086.00
2546.00,0.00,0.00,2083.00
2547.00,0.00,0.00,2087.00
2548.00,0.00,0.00,2086.00
2549.00,0.00,0.00,2082.00
2550.00,0.00,0.00,2086.00
2551.00,0.00,0.00,2087.00
2552.00,0.00,0.00,2084.00
2553.00,0.00,0.00,2090.00
2554.00,0.00,0.00,2085.00
2555.00,0.00,0.00,2089.00
2556.00,0.00,0.00,2084.00
2557.00,0.00,0.00,2084.00
2558.00,0.00,0.00,2086.00
2559.00,0.00,0.00,2087.00
2560.00,0.00,0.00,2085.00
2561.00,0.00,0.00,2089.00
2562.00,0.00,0.00,2086.00
2563.00,0.00,0.00,2088.00
2564.00,0.00,0.00,2087.00
2565.00,0.00,0.00,2087.00
2566.00,0.00,0.00,2086.00
2567.00,0.00,0.00,2085.00
2568.00,0.00,0.00,2088.00
2569.00,0.00,0.00,2085.00
2570.00,0.00,0.00,2083.00
2571.00,0.00,0.00,2083.00
2572.00,0.00,0.00,2086.00
2573.00,0.00,0.00,2090.00
2574.00,0.00,0.00,2088.00
2575.00,0.00,0.00,2086.00
2576.00,0.00,0.00,2086.00
2577.00,0.00,0.00,2086.00
2578.00,0.00,0.00,2086.00
2579.00,0.00,0.00,2086.00
2580.00,0.00,0.00,2089.00
2581.00,0.00,0.00,2085.00
2582.00,0.00,0.00,2086.00
2583.00,0.00,0.00,2084.00
2584.00,0.00,0.00,2088.00
2585.00,0.00,0.00,2084.00
2586.00,0.00,0.00,2086.00
2587.00,0.00,0.00,2087.00
2588.00,0.00,0.00,2087.00
2589.00,0.00,0.00,2086.00
2590.00,0.00,0.00,2087.00
2591.00,0.00,0.00,2086.00
2592.00,0.00,0.00,2088.00
2593.00,0.00,0.00,2087.00
2594.00,0.00,0.00,2082.00
2595.00,0.00,0.00,2087.00
2596.00,0.00,0.00,2087.00
2597.00,0.00,0.00,2090.00
2598.00,0.00,0.00,2084.00
2599.00,0.00,0.00,2087.00
2600.00,0.00,0.00,2082.00
2601.00,0.00,0.00,2087.00
2602.00,0.00,0.00,2085.00
2603.00,0.00,0.00,2088.00
2604.00,0.00,0.00,2087.00
2605.00,0.00,0.00,2082.00
2606.00,0.00,0.00,2088.00
2607.00,0.00,0.00,2089.00
2608.00,0.00,0.00,2086.00
2609.00,0.00,0.00,2085.00
2610.00,0.00,0.00,2087.00
2611.00,0.00,0.00,2088.00
2612.00,0.00,0.00,2085.00
2613.00,0.00,0.00,2088.00
2614.00,0.00,0.00,2086.00
2615.00,0.00,0.00,2085.00
2616.00,0.00,0.00,2086.00
2617.00,0.00,0.00,2087.00
2618.00,0.00,0.00,2087.00
2619.00,0.00,0.00,2086.00
2620.00,0.00,0.00,2087.00
2621.00,0.00,0.00,2089.00
2622.00,0.00,0.00,2089.00
2623.00,0.00,0.00,2091.00
2624.00,0.00,0.00,2088.00
2625.00,0.00,0.00,2087.00
2626.00,0.00,0.00,2087.00
2627.00,0.00,0.00,2090.00
2628.00,0.00,0.00,2083.00
2629.00,0.00,0.00,2086.00
2630.00,0.00,0.00,2083.00
2631.00,0.00,0.00,2087.00
2632.00,0.00,0.00,2086.00
2633.00,0.00,0.00,2088.00
2634.00,0.00,0.00,2087.00
2635.00,0.00,0.00,2085.00
2636.00,0.00,0.00,2086.00
2637.00,0.00,0.00,2089.00
2638.00,0.00,0.00,2083.00
2639.00,0.00,0.00,2087.00
2640.00,0.00,0.00,2085.00
2641.00,0.00,0.00,2085.00
2642.00,0.00,0.00,2087.00
2643.00,0.00,0.00,2083.00
2644.00,0.00,0.00,2087.00
2645.00,0.00,0.00,2086.00
2646.00,0.00,0.00,2083.00
2647.00,0.00,0.00,2085.00
2648.00,0.00,0.00,2084.00
2649.00,0.00,0.00,2084.00
2650.00,0.00,0.00,2089.00
2651.00,0.00,0.00,2086.00
2652.00,0.00,0.00,2091.00
2653.00,0.00,0.00,2083.00
2654.00,0.00,0.00,2088.00
2655.00,0.00,0.00,2085.00
2656.00,0.00,0.00,2088.00
2657.00,0.00,0.00,2088.00
2658.00,0.00,0.00,2086.00
2659.00,0.00,0.00,2085.00
2660.00,0.00,0.00,2084.00
2661.00,0.00,0.00,2085.00
2662.00,0.00,0.00,2089.00
2663.00,0.00,0.00,2086.00
2664.00,0.00,0.00,2083.00
2665.00,0.00,0.00,2084.00
2666.00,0.00,0.00,2083.00
2667.00,0.00,0.00,2088.00
