-49.82200E-03,+1.69311027E+00,+0.0E+00
-49.77200E-03,+1.74109600E+00,+80.40201E-03
-49.72200E-03,+1.69246238E+00,+0.0E+00
-49.67200E-03,+1.72876892E+00,+64.82416E-03
-49.62200E-03,+1.73266338E+00,+0.0E+00
-49.57200E-03,+1.69894001E+00,+0.0E+00
-49.52200E-03,+1.74110019E+00,+0.0E+00
-49.47200E-03,+1.73266338E+00,+13.00306E-03
-49.42200E-03,+1.73072809E+00,+7.74114E-03
-49.37200E-03,+1.70670505E+00,+0.0E+00
-49.32200E-03,+1.72035599E+00,+0.0E+00
-49.27200E-03,+1.74494268E+00,+10.42827E-03
-49.22200E-03,+1.71256288E+00,+80.40201E-03
-49.17200E-03,+1.73266338E+00,+0.0E+00
-49.12200E-03,+1.72551396E+00,+0.0E+00
-49.07200E-03,+1.73070001E+00,+72.54853E-03
-49.02200E-03,+1.74631852E+00,+0.0E+00
-48.97200E-03,+1.71256288E+00,+33.63492E-03
-48.92200E-03,+1.71965194E+00,+54.37912E-03
-48.87200E-03,+1.71256288E+00,+0.0E+00
-48.82200E-03,+1.74503113E+00,+15.46551E-03
-48.77200E-03,+1.73266338E+00,+44.19230E-03
-48.72200E-03,+1.71256288E+00,+0.0E+00
-48.67200E-03,+1.71256288E+00,+0.0E+00
-48.62200E-03,+1.70805280E+00,+18.04030E-03
-48.57200E-03,+1.76316826E+00,+38.78450E-03
-48.52200E-03,+1.70289903E+00,+0.0E+00
-48.47200E-03,+1.71253060E+00,+0.0E+00
-48.42200E-03,+1.72287042E+00,+0.0E+00
-48.37200E-03,+1.72232356E+00,+0.0E+00
-48.32200E-03,+1.71713751E+00,+80.40201E-03
-48.27200E-03,+1.69368521E+00,+77.95633E-03
-48.22200E-03,+1.71256288E+00,+0.0E+00
-48.17200E-03,+1.71256288E+00,+0.0E+00
-48.12200E-03,+1.71256288E+00,+0.0E+00
-48.07200E-03,+1.69497261E+00,+0.0E+00
-48.02200E-03,+1.71900404E+00,+0.0E+00
-47.97200E-03,+1.72419009E+00,+46.50886E-03
-47.92200E-03,+1.71585011E+00,+0.0E+00
-47.87200E-03,+1.72886575E+00,+7.59525E-03
-47.82200E-03,+1.69954724E+00,+52.06256E-03
-47.77200E-03,+1.70812155E+00,+31.31836E-03
-47.72200E-03,+1.71520642E+00,+10.57416E-03
-47.67200E-03,+1.71256288E+00,+70.23197E-03
-47.62200E-03,+1.71256288E+00,+0.0E+00
-47.57200E-03,+1.75130671E+00,+0.0E+00
-47.52200E-03,+1.71056304E+00,+72.40264E-03
-47.47200E-03,+1.72947717E+00,+0.0E+00
-47.42200E-03,+1.72429112E+00,+33.48903E-03
-47.37200E-03,+1.75276388E+00,+0.0E+00
-47.32200E-03,+1.73266338E+00,+0.0E+00
-47.27200E-03,+1.71256288E+00,+0.0E+00
-47.22200E-03,+1.72157883E+00,+0.0E+00
-47.17200E-03,+1.70425937E+00,+0.0E+00
-47.12200E-03,+1.69317482E+00,+0.0E+00
-47.07200E-03,+1.72818978E+00,+0.0E+00
-47.02200E-03,+1.74310423E+00,+0.0E+00
-46.97200E-03,+1.70730808E+00,+0.0E+00
-46.92200E-03,+1.71256288E+00,+0.0E+00
-46.87200E-03,+1.72279748E+00,+0.0E+00
-46.82200E-03,+1.71205668E+00,+0.0E+00
-46.77200E-03,+1.71717398E+00,+0.0E+00
-46.72200E-03,+1.73266338E+00,+0.0E+00
-46.67200E-03,+1.70680188E+00,+0.0E+00
-46.62200E-03,+1.71256288E+00,+0.0E+00
-46.57200E-03,+1.71256288E+00,+15.86963E-03
-46.52200E-03,+1.71256288E+00,+75.52744E-03
-46.47200E-03,+1.71256288E+00,+54.78324E-03
-46.42200E-03,+1.72415362E+00,+46.36297E-03
-46.37200E-03,+1.69910979E+00,+67.10717E-03
-46.32200E-03,+1.75090154E+00,+0.0E+00
-46.27200E-03,+1.72561499E+00,+80.40201E-03
-46.22200E-03,+1.71693126E+00,+0.0E+00
-46.17200E-03,+1.71256288E+00,+69.68196E-03
-46.12200E-03,+1.69747445E+00,+70.37786E-03
-46.07200E-03,+1.72025497E+00,+0.0E+00
-46.02200E-03,+1.71978524E+00,+0.0E+00
-45.97200E-03,+1.71459919E+00,+72.25675E-03
-45.92200E-03,+1.72951365E+00,+80.40201E-03
-45.87200E-03,+1.73266338E+00,+0.0E+00
-45.82200E-03,+1.70598421E+00,+80.40201E-03
-45.77200E-03,+1.69524761E+00,+80.40201E-03
-45.72200E-03,+1.71256288E+00,+15.17373E-03
-45.67200E-03,+1.72368390E+00,+0.0E+00
-45.62200E-03,+1.70662791E+00,+0.0E+00
-45.57200E-03,+1.67385971E+00,+0.0E+00
-45.52200E-03,+1.72822625E+00,+62.65349E-03
-45.47200E-03,+1.72218606E+00,+41.90929E-03
-45.42200E-03,+1.71785415E+00,+59.23692E-03
-45.37200E-03,+1.69256760E+00,+420.89E-06
-45.32200E-03,+1.73266338E+00,+80.40201E-03
-45.27200E-03,+1.71212963E+00,+0.0E+00
-45.22200E-03,+1.71721045E+00,+18.59030E-03
-45.17200E-03,+1.71202440E+00,+0.0E+00
-45.12200E-03,+1.73266338E+00,+0.0E+00
-45.07200E-03,+1.72347345E+00,+36.75972E-03
-45.02200E-03,+1.72865950E+00,+0.0E+00
-44.97200E-03,+1.75039954E+00,+4.72868E-03
-44.92200E-03,+1.73266338E+00,+54.92913E-03
-44.87200E-03,+1.72110911E+00,+34.18493E-03
-44.82200E-03,+1.71256288E+00,+13.44073E-03
-44.77200E-03,+1.72901164E+00,+3.29648238E+00
-44.72200E-03,+1.73266338E+00,+3.37688439E+00
-44.67200E-03,+1.82526336E+00,+3.37688439E+00
-44.62200E-03,+1.87065041E+00,+3.36601845E+00
-44.57200E-03,+1.91356790E+00,+3.30636064E+00
-44.52200E-03,+1.94132402E+00,+3.34626193E+00
-44.47200E-03,+2.00122875E+00,+3.34784904E+00
-44.42200E-03,+2.03417091E+00,+3.36859324E+00
-44.37200E-03,+2.07437192E+00,+3.29648238E+00
-44.32200E-03,+2.10277173E+00,+3.37688439E+00
-44.27200E-03,+2.16825929E+00,+3.35042382E+00
-44.22200E-03,+2.15620302E+00,+3.37116802E+00
-44.17200E-03,+2.20756152E+00,+3.29648238E+00
-44.12200E-03,+2.22401844E+00,+3.33225441E+00
-44.07200E-03,+2.24930500E+00,+3.35299861E+00
-44.02200E-03,+2.25684723E+00,+3.29962395E+00
-43.97200E-03,+2.29547744E+00,+3.29648238E+00
-43.92200E-03,+2.33567845E+00,+3.25813555E+00
-43.87200E-03,+2.33035070E+00,+3.37688439E+00
-43.82200E-03,+2.33582015E+00,+3.29704916E+00
-43.77200E-03,+2.37083510E+00,+3.37688439E+00
-43.72200E-03,+2.37587945E+00,+3.33740399E+00
-43.67200E-03,+2.35909869E+00,+3.37688439E+00
-43.62200E-03,+2.37587945E+00,+3.29849038E+00
-43.57200E-03,+2.39597996E+00,+3.29648238E+00
-43.52200E-03,+2.40520636E+00,+3.29648238E+00
-43.47200E-03,+2.43214061E+00,+3.36072298E+00
-43.42200E-03,+2.43503526E+00,+3.37688439E+00
-43.37200E-03,+2.42984921E+00,+3.29648238E+00
-43.32200E-03,+2.45628146E+00,+3.33081319E+00
-43.27200E-03,+2.45628146E+00,+3.37688439E+00
-43.22200E-03,+2.44154915E+00,+3.30363996E+00
-43.17200E-03,+2.42305590E+00,+3.34898261E+00
-43.12200E-03,+2.48432097E+00,+3.29648238E+00
-43.07200E-03,+2.49372951E+00,+3.36587256E+00
-43.02200E-03,+2.45871456E+00,+3.29648238E+00
