x-axis,1
second,Volt
-250.000000E-06,+1.751570364460E+00
-249.992000E-06,+1.751570364460E+00
-249.984000E-06,+1.771670866758E+00
-249.976000E-06,+1.751570364460E+00
-249.968000E-06,+1.771670866758E+00
-249.960000E-06,+1.771670866757E+00
-249.952000E-06,+1.751570364460E+00
-249.944000E-06,+1.751570364460E+00
-249.936000E-06,+1.751570364460E+00
-249.928000E-06,+1.751570364460E+00
-249.920000E-06,+1.731469862163E+00
-249.912000E-06,+1.731469862163E+00
-249.904000E-06,+1.731469862163E+00
-249.896000E-06,+1.711369359866E+00
-249.888000E-06,+1.731469862163E+00
-249.880000E-06,+1.711369359866E+00
-249.872000E-06,+1.711369359866E+00
-249.864000E-06,+1.711369359866E+00
-249.856000E-06,+1.711369359867E+00
-249.848000E-06,+1.751570364459E+00
-249.840000E-06,+1.711369359866E+00
-249.832000E-06,+1.711369359867E+00
-249.824000E-06,+1.731469862163E+00
-249.816000E-06,+1.731469862163E+00
-249.808000E-06,+1.731469862163E+00
-249.800000E-06,+1.731469862164E+00
-249.792000E-06,+1.751570364459E+00
-249.784000E-06,+1.731469862164E+00
-249.776000E-06,+1.751570364459E+00
-249.768000E-06,+1.731469862163E+00
-249.760000E-06,+1.731469862163E+00
-249.752000E-06,+1.731469862163E+00
-249.744000E-06,+1.731469862164E+00
-249.736000E-06,+1.751570364459E+00
-249.728000E-06,+1.731469862164E+00
-249.720000E-06,+1.751570364459E+00
-249.712000E-06,+1.731469862163E+00
-249.704000E-06,+1.731469862163E+00
-249.696000E-06,+1.731469862165E+00
-249.688000E-06,+1.751570364460E+00
-249.680000E-06,+1.751570364460E+00
-249.672000E-06,+1.751570364460E+00
-249.664000E-06,+1.751570364460E+00
-249.656000E-06,+1.751570364460E+00
-249.648000E-06,+1.751570364459E+00
-249.640000E-06,+1.731469862163E+00
-249.632000E-06,+1.731469862163E+00
-249.624000E-06,+1.731469862163E+00
-249.616000E-06,+1.731469862165E+00
-249.608000E-06,+1.751570364458E+00
-249.600000E-06,+1.731469862163E+00
-249.592000E-06,+1.731469862165E+00
-249.584000E-06,+1.751570364460E+00
-249.576000E-06,+1.751570364460E+00
-249.568000E-06,+1.751570364460E+00
-249.560000E-06,+1.751570364460E+00
-249.552000E-06,+1.751570364460E+00
-249.544000E-06,+1.751570364463E+00
-249.536000E-06,+1.771670866753E+00
-249.528000E-06,+1.731469862166E+00
-249.520000E-06,+1.751570364460E+00
-249.512000E-06,+1.751570364460E+00
-249.504000E-06,+1.751570364460E+00
-249.496000E-06,+1.751570364460E+00
-249.488000E-06,+1.751570364460E+00
-249.480000E-06,+1.751570364463E+00
-249.472000E-06,+1.771670866755E+00
-249.464000E-06,+1.751570364460E+00
-249.456000E-06,+1.751570364460E+00
-249.448000E-06,+1.751570364463E+00
-249.440000E-06,+1.771670866758E+00
-249.432000E-06,+1.771670866755E+00
-249.424000E-06,+1.751570364460E+00
-249.416000E-06,+1.751570364460E+00
-249.408000E-06,+1.751570364457E+00
-249.400000E-06,+1.731469862163E+00
-249.392000E-06,+1.731469862163E+00
-249.384000E-06,+1.731469862163E+00
-249.376000E-06,+1.731469862160E+00
-249.368000E-06,+1.711369359866E+00
-249.360000E-06,+1.711369359869E+00
-249.352000E-06,+1.731469862167E+00
-249.344000E-06,+1.751570364460E+00
-249.336000E-06,+1.751570364464E+00
-249.328000E-06,+1.771670866761E+00
-249.320000E-06,+1.791771369051E+00
-249.312000E-06,+1.771670866758E+00
-249.304000E-06,+1.771670866761E+00
-249.296000E-06,+1.791771369055E+00
-249.288000E-06,+1.791771369051E+00
-249.280000E-06,+1.771670866758E+00
-249.272000E-06,+1.771670866754E+00
-249.264000E-06,+1.751570364460E+00
-249.256000E-06,+1.751570364460E+00
-249.248000E-06,+1.751570364460E+00
-249.240000E-06,+1.751570364464E+00
-249.232000E-06,+1.771670866754E+00
-249.224000E-06,+1.751570364456E+00
-249.216000E-06,+1.731469862163E+00
-249.208000E-06,+1.731469862163E+00
-249.200000E-06,+1.731469862163E+00
-249.192000E-06,+1.731469862163E+00
-249.184000E-06,+1.731469862167E+00
-249.176000E-06,+1.751570364456E+00
-249.168000E-06,+1.731469862163E+00
-249.160000E-06,+1.731469862163E+00
-249.152000E-06,+1.731469862168E+00
-249.144000E-06,+1.751570364456E+00
-249.136000E-06,+1.731469862163E+00
-249.128000E-06,+1.731469862168E+00
-249.120000E-06,+1.751570364456E+00
-249.112000E-06,+1.731469862163E+00
-249.104000E-06,+1.731469862168E+00
-249.096000E-06,+1.751570364455E+00
-249.088000E-06,+1.731469862168E+00
-249.080000E-06,+1.751570364460E+00
-249.072000E-06,+1.751570364460E+00
-249.064000E-06,+1.751570364460E+00
-249.056000E-06,+1.751570364460E+00
-249.048000E-06,+1.751570364460E+00
-249.040000E-06,+1.751570364460E+00
-249.032000E-06,+1.751570364460E+00
-249.024000E-06,+1.751570364455E+00
-249.016000E-06,+1.731469862163E+00
-249.008000E-06,+1.731469862163E+00
-249.000000E-06,+1.731469862163E+00
-248.992000E-06,+1.731469862163E+00
-248.984000E-06,+1.731469862163E+00
-248.976000E-06,+1.731469862163E+00
-248.968000E-06,+1.731469862163E+00
-248.960000E-06,+1.731469862169E+00
-248.952000E-06,+1.751570364455E+00
-248.944000E-06,+1.731469862174E+00
-248.936000E-06,+1.771670866752E+00
-248.928000E-06,+1.751570364460E+00
-248.920000E-06,+1.751570364460E+00
-248.912000E-06,+1.751570364460E+00
-248.904000E-06,+1.751570364466E+00
-248.896000E-06,+1.771670866752E+00
-248.888000E-06,+1.751570364460E+00
-248.880000E-06,+1.751570364460E+00
-248.872000E-06,+1.751570364460E+00
-248.864000E-06,+1.751570364466E+00
-248.856000E-06,+1.771670866751E+00
-248.848000E-06,+1.751570364460E+00
-248.840000E-06,+1.751570364460E+00
-248.832000E-06,+1.751570364460E+00
-248.824000E-06,+1.751570364467E+00
-248.816000E-06,+1.771670866745E+00
-248.808000E-06,+1.731469862170E+00
-248.800000E-06,+1.751570364460E+00
-248.792000E-06,+1.751570364460E+00
-248.784000E-06,+1.751570364460E+00
-248.776000E-06,+1.751570364454E+00
-248.768000E-06,+1.731469862170E+00
-248.760000E-06,+1.751570364460E+00
-248.752000E-06,+1.751570364454E+00
-248.744000E-06,+1.731469862170E+00
-248.736000E-06,+1.751570364460E+00
-248.728000E-06,+1.751570364460E+00
-248.720000E-06,+1.751570364460E+00
-248.712000E-06,+1.751570364453E+00
